"","X","Genome","Order","Family","Genus","VC","VC.Status","Size","VC.Subcluster","VC.Subcluster.Size","Quality","Adj.P.value","Topology.Confidence.Score","Genera.in.VC","Families.in.VC","Orders.in.VC","Genus.Confidence.Score"
"737",736,"Lactococcus~virus~bIL67","Caudovirales","Siphoviridae","C2virus","288_0","Clustered",7,"VC_288_0",7,0.9612,0.99999932,0.9612,2,2,2,1
"738",737,"Lactococcus~virus~c2","Caudovirales","Siphoviridae","C2virus","288_0","Clustered",7,"VC_288_0",7,0.9612,0.99999932,0.9612,2,2,2,1
"739",738,"Lactococcus~virus~jj50","Caudovirales","Siphoviridae","Sk1virus","287_0","Clustered",15,"VC_287_0",15,0.9983,0.99999965,0.9983,2,2,2,1
"740",739,"Lactococcus~virus~sk1","Caudovirales","Siphoviridae","Sk1virus","287_0","Clustered",15,"VC_287_0",15,0.9983,0.99999965,0.9983,2,2,2,1
"741",740,"Lelliottia~phage~phD2B","Unassigned","Unassigned","Unassigned","57_0","Clustered",15,"VC_57_0",15,0.9864,1,0.9864,2,2,2,1
"742",741,"Leuconostoc~phage~1-A4","Caudovirales","Siphoviridae","Una4virus","291_0","Clustered",7,"VC_291_0",7,0.6222,1,0.6222,2,2,2,1
"743",742,"Leuconostoc~phage~Lmd1","Caudovirales","Siphoviridae","Lmd1virus","290_0","Clustered",6,"VC_290_0",6,0.5661,0.99999999,0.5661,1,1,1,1
"744",743,"Leuconostoc~phage~Ln-8","Caudovirales","Siphoviridae","Una4virus","291_0","Clustered",7,"VC_291_0",7,0.6222,1,0.6222,2,2,2,1
"745",744,"Leuconostoc~phage~Ln-9","Caudovirales","Siphoviridae","Una4virus","291_0","Clustered",7,"VC_291_0",7,0.6222,1,0.6222,2,2,2,1
"746",745,"Leuconostoc~phage~P793","Caudovirales","Siphoviridae","Lmd1virus","290_0","Clustered",6,"VC_290_0",6,0.5661,0.99999999,0.5661,1,1,1,1
"747",746,"Leuconostoc~phage~phiLN03","Caudovirales","Siphoviridae","Lmd1virus","290_0","Clustered",6,"VC_290_0",6,0.5661,0.99999999,0.5661,1,1,1,1
"748",747,"Leuconostoc~phage~phiLN04","Caudovirales","Siphoviridae","Lmd1virus","290_0","Clustered",6,"VC_290_0",6,0.5661,0.99999999,0.5661,1,1,1,1
"749",748,"Leuconostoc~phage~phiLN12","Caudovirales","Siphoviridae","Lmd1virus","290_0","Clustered",6,"VC_290_0",6,0.5661,0.99999999,0.5661,1,1,1,1
"750",749,"Leuconostoc~phage~phiLN25","Caudovirales","Siphoviridae","Una4virus","291_0","Clustered",7,"VC_291_0",7,0.6222,1,0.6222,2,2,2,1
"751",750,"Leuconostoc~phage~phiLN34","Caudovirales","Siphoviridae","Una4virus","291_0","Clustered",7,"VC_291_0",7,0.6222,1,0.6222,2,2,2,1
"752",751,"Leuconostoc~phage~phiLN6B","Caudovirales","Siphoviridae","Lmd1virus","290_0","Clustered",6,"VC_290_0",6,0.5661,0.99999999,0.5661,1,1,1,1
"753",752,"Leuconostoc~phage~phiLNTR2","Unassigned","Unassigned","Unassigned","291_0","Clustered",7,"VC_291_0",7,0.6222,1,0.6222,2,2,2,1
"754",753,"Leuconostoc~phage~phiLNTR3","Caudovirales","Siphoviridae","Una4virus","291_0","Clustered",7,"VC_291_0",7,0.6222,1,0.6222,2,2,2,1
"755",754,"Liberibacter~phage~SC1","Unassigned","Unassigned","Unassigned","142_0","Clustered",2,"VC_142_0",2,0.6853,0.92975811,0.6372,1,1,1,1
"756",755,"Liberibacter~phage~SC2","Unassigned","Unassigned","Unassigned","142_0","Clustered",2,"VC_142_0",2,0.6853,0.92975811,0.6372,1,1,1,1
"757",756,"Listeria~phage~2389","Unassigned","Unassigned","Unassigned","128_0","Clustered",4,"VC_128_0",4,0.4551,0.99997992,0.4551,2,2,2,1
"758",757,"Listeria~phage~A118","Unassigned","Unassigned","Unassigned","94_0","Clustered",5,"VC_94_0",5,0.5929,0.9999997,0.5929,1,1,1,0.8
"759",758,"Listeria~phage~A500","Unassigned","Unassigned","Unassigned","94_0","Clustered",5,"VC_94_0",5,0.5929,0.9999997,0.5929,1,1,1,0.8
"760",759,"Listeria~phage~B025","Unassigned","Unassigned","Unassigned","128_0","Clustered",4,"VC_128_0",4,0.4551,0.99997992,0.4551,2,2,2,1
"761",760,"Listeria~phage~B054","Unassigned","Unassigned","Unassigned","234_0","Clustered",2,"VC_234_0",2,0.481,0.90478487,0.4352,1,1,1,1
"762",761,"Listeria~phage~LMSP-25","Caudovirales","Myoviridae","P100virus","88_0","Clustered",8,"VC_88_0",8,0.4146,1,0.4146,1,1,1,1
"763",762,"Listeria~phage~LMTA-148","Caudovirales","Myoviridae","P100virus","88_0","Clustered",8,"VC_88_0",8,0.4146,1,0.4146,1,1,1,1
"764",763,"Listeria~phage~LP-026","Caudovirales","Siphoviridae","P70virus","206_0","Clustered",5,"VC_206_0",5,0.9584,0.99999851,0.9584,1,1,1,1
"765",764,"Listeria~phage~LP-030-2","Caudovirales","Siphoviridae","Psavirus","128_0","Clustered",4,"VC_128_0",4,0.4551,0.99997992,0.4551,2,2,2,1
"766",765,"Listeria~phage~LP-030-3","Unassigned","Unassigned","Unassigned","94_0","Clustered",5,"VC_94_0",5,0.5929,0.9999997,0.5929,1,1,1,0.8
"767",766,"Listeria~phage~LP-037","Caudovirales","Siphoviridae","P70virus","206_0","Clustered",5,"VC_206_0",5,0.9584,0.99999851,0.9584,1,1,1,1
"768",767,"Listeria~phage~LP-048","Caudovirales","Myoviridae","P100virus","88_0","Clustered",8,"VC_88_0",8,0.4146,1,0.4146,1,1,1,1
"769",768,"Listeria~phage~LP-083-2","Caudovirales","Myoviridae","P100virus","88_0","Clustered",8,"VC_88_0",8,0.4146,1,0.4146,1,1,1,1
"770",769,"Listeria~phage~LP-101","Unassigned","Unassigned","Unassigned","128_0","Clustered",4,"VC_128_0",4,0.4551,0.99997992,0.4551,2,2,2,1
"771",770,"Listeria~phage~LP-110","Caudovirales","Siphoviridae","P70virus","206_0","Clustered",5,"VC_206_0",5,0.9584,0.99999851,0.9584,1,1,1,1
"772",771,"Listeria~phage~LP-114","Caudovirales","Siphoviridae","P70virus","206_0","Clustered",5,"VC_206_0",5,0.9584,0.99999851,0.9584,1,1,1,1
"773",772,"Listeria~phage~LP-125","Caudovirales","Myoviridae","P100virus","88_0","Clustered",8,"VC_88_0",8,0.4146,1,0.4146,1,1,1,1
"774",773,"Listeria~phage~List-36","Caudovirales","Myoviridae","P100virus","88_0","Clustered",8,"VC_88_0",8,0.4146,1,0.4146,1,1,1,1
"775",774,"Listeria~phage~P35","Unassigned","Unassigned","Unassigned","116_0","Clustered",3,"VC_116_0",3,0.4877,0.99518628,0.4853,1,1,1,1
"776",775,"Listeria~phage~P40","Unassigned","Unassigned","Unassigned","116_0","Clustered",3,"VC_116_0",3,0.4877,0.99518628,0.4853,1,1,1,1
"777",776,"Listeria~phage~P70","Caudovirales","Siphoviridae","P70virus","206_0","Clustered",5,"VC_206_0",5,0.9584,0.99999851,0.9584,1,1,1,1
"778",777,"Listeria~phage~vB_LmoM_AG20","Caudovirales","Myoviridae","P100virus","88_0","Clustered",8,"VC_88_0",8,0.4146,1,0.4146,1,1,1,1
"779",778,"Listeria~phage~vB_LmoS_188","Unassigned","Unassigned","Unassigned","94_0","Clustered",5,"VC_94_0",5,0.5929,0.9999997,0.5929,1,1,1,0.8
"780",779,"Listeria~phage~vB_LmoS_293","Unassigned","Unassigned","Unassigned","94_0","Clustered",5,"VC_94_0",5,0.5929,0.9999997,0.5929,1,1,1,0.8
"781",780,"Listeria~virus~A511","Caudovirales","Myoviridae","P100virus","88_0","Clustered",8,"VC_88_0",8,0.4146,1,0.4146,1,1,1,1
"782",781,"Mannheimia~phage~phiMHaA1","Caudovirales","Myoviridae","P2virus","59_0","Clustered",38,"VC_59_0",38,0.8056,1,0.8056,2,2,2,0.9957
"783",782,"Mannheimia~phage~vB_MhM_587AP1","Unassigned","Unassigned","Unassigned","59_0","Clustered",38,"VC_59_0",38,0.8056,1,0.8056,2,2,2,0.9957
"784",783,"Mannheimia~phage~vB_MhS_1152AP2","Unassigned","Unassigned","Unassigned","63_0","Clustered",3,"VC_63_0",3,0.4515,0.99815937,0.4506,1,1,1,0.6667
"785",784,"Mannheimia~phage~vB_MhS_535AP2","Unassigned","Unassigned","Unassigned","63_0","Clustered",3,"VC_63_0",3,0.4515,0.99815937,0.4506,1,1,1,0.6667
"786",785,"Mannheimia~phage~vB_MhS_587AP2","Unassigned","Unassigned","Unassigned","63_0","Clustered",3,"VC_63_0",3,0.4515,0.99815937,0.4506,1,1,1,0.6667
"787",786,"Marine~gokushovirus","Unassigned","Unassigned","Unassigned","141_0","Clustered",12,"VC_141_0",12,0.8949,1,0.8949,3,2,1,1
"788",787,"Methanobacterium~phage~psiM2","Unassigned","Unassigned","Unassigned","292_0","Clustered",2,"VC_292_0",2,1,1,1,1,1,1,1
"789",788,"Methanothermobacter~phage~psiM100","Unassigned","Unassigned","Unassigned","292_0","Clustered",2,"VC_292_0",2,1,1,1,1,1,1,1
"790",789,"Microbacterium~phage~vB_MoxS-ISF9","Unassigned","Unassigned","Unassigned","202_0","Clustered",3,"VC_202_0",3,1,1,1,1,1,1,1
"791",790,"Microcystis~aeruginosa~phage~Ma-LMM01","Caudovirales","Myoviridae","Unassigned","293_0","Clustered",2,"VC_293_0",2,1,1,1,1,2,2,1
"792",791,"Microcystis~phage~MaMV-DC","Unassigned","Unassigned","Unassigned","293_0","Clustered",2,"VC_293_0",2,1,1,1,1,2,2,1
"793",792,"Microviridae~Bog1249_12","Unassigned","Unassigned","Unassigned","193_0","Clustered",10,"VC_193_0",10,0.9115,1,0.9115,1,1,1,1
"794",793,"Microviridae~Bog5275_51","Unassigned","Unassigned","Unassigned","193_0","Clustered",10,"VC_193_0",10,0.9115,1,0.9115,1,1,1,1
"795",794,"Microviridae~Bog9017_22","Unassigned","Unassigned","Unassigned","193_0","Clustered",10,"VC_193_0",10,0.9115,1,0.9115,1,1,1,1
"796",795,"Microviridae~Fen2266_11","Unassigned","Unassigned","Unassigned","193_0","Clustered",10,"VC_193_0",10,0.9115,1,0.9115,1,1,1,1
"797",796,"Microviridae~Fen418_41","Unassigned","Unassigned","Unassigned","193_0","Clustered",10,"VC_193_0",10,0.9115,1,0.9115,1,1,1,1
"798",797,"Microviridae~Fen4707_41","Unassigned","Unassigned","Unassigned","193_0","Clustered",10,"VC_193_0",10,0.9115,1,0.9115,1,1,1,1
"799",798,"Microviridae~Fen685_11","Unassigned","Unassigned","Unassigned","193_0","Clustered",10,"VC_193_0",10,0.9115,1,0.9115,1,1,1,1
"800",799,"Microviridae~Fen7786_21","Unassigned","Unassigned","Unassigned","193_0","Clustered",10,"VC_193_0",10,0.9115,1,0.9115,1,1,1,1
"801",800,"Microviridae~Fen7895_21","Unassigned","Unassigned","Unassigned","193_0","Clustered",10,"VC_193_0",10,0.9115,1,0.9115,1,1,1,1
"802",801,"Microviridae~Fen7918_21","Unassigned","Unassigned","Unassigned","193_0","Clustered",10,"VC_193_0",10,0.9115,1,0.9115,1,1,1,1
"803",802,"Morganella~phage~MmP1","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"804",803,"Morganella~phage~vB_MmoM_MP1","Unassigned","Unassigned","Unassigned","29_7","Clustered/Singleton",1,"VC_29_7",1,0,1,0,1,1,1,1
"805",804,"Morganella~phage~vB_MmoP_MP2","Unassigned","Unassigned","Unassigned","195_0","Clustered",60,"VC_195_0",60,0.9853,1,0.9853,3,2,2,1
"806",805,"Mycobacterium~phage~20ES","Unassigned","Unassigned","Unassigned","269_2","Clustered",31,"VC_269_2",31,0.5425,1,0.5425,2,2,2,0.8774
"807",806,"Mycobacterium~phage~32HC","Caudovirales","Siphoviridae","Trigintaduovirus","252_0","Clustered",3,"VC_252_0",3,0.1064,0.99652054,0.106,3,2,2,1
"808",807,"Mycobacterium~phage~40AC","Unassigned","Unassigned","Unassigned","269_2","Clustered",31,"VC_269_2",31,0.5425,1,0.5425,2,2,2,0.8774
"809",808,"Mycobacterium~phage~Abrogate","Unassigned","Unassigned","Unassigned","294_0","Clustered",46,"VC_294_0",46,0.9952,1,0.9952,2,2,2,1
"810",809,"Mycobacterium~phage~Adzzy","Unassigned","Unassigned","Unassigned","269_2","Clustered",31,"VC_269_2",31,0.5425,1,0.5425,2,2,2,0.8774
"811",810,"Mycobacterium~phage~Aeneas","Unassigned","Unassigned","Unassigned","294_0","Clustered",46,"VC_294_0",46,0.9952,1,0.9952,2,2,2,1
"812",811,"Mycobacterium~phage~Alice","Caudovirales","Myoviridae","Bxz1virus","295_0","Clustered",19,"VC_295_0",19,0.9221,1,0.9221,2,2,2,1
"813",812,"Mycobacterium~phage~Alsfro","Unassigned","Unassigned","Unassigned","294_0","Clustered",46,"VC_294_0",46,0.9952,1,0.9952,2,2,2,1
"814",813,"Mycobacterium~phage~Alvin","Unassigned","Unassigned","Unassigned","294_0","Clustered",46,"VC_294_0",46,0.9952,1,0.9952,2,2,2,1
"815",814,"Mycobacterium~phage~Angel","Unassigned","Unassigned","Unassigned","75_0","Clustered",9,"VC_75_0",9,0.5431,1,0.5431,2,2,2,1
"816",815,"Mycobacterium~phage~AnnaL29","Unassigned","Unassigned","Unassigned","269_2","Clustered",31,"VC_269_2",31,0.5425,1,0.5425,2,2,2,0.8774
"817",816,"Mycobacterium~phage~Anubis","Unassigned","Unassigned","Unassigned","270_0","Clustered",7,"VC_270_0",7,0.185,1,0.185,2,2,2,1
"818",817,"Mycobacterium~phage~Apizium","Caudovirales","Siphoviridae","Pg1virus","53_0","Clustered",20,"VC_53_0",20,0.5662,1,0.5662,2,2,2,1
"819",818,"Mycobacterium~phage~ArcherNM","Unassigned","Unassigned","Unassigned","269_2","Clustered",31,"VC_269_2",31,0.5425,1,0.5425,2,2,2,0.8774
"820",819,"Mycobacterium~phage~ArcherS7","Caudovirales","Myoviridae","Bxz1virus","295_0","Clustered",19,"VC_295_0",19,0.9221,1,0.9221,2,2,2,1
"821",820,"Mycobacterium~phage~Archie","Unassigned","Unassigned","Unassigned","296_0","Clustered",9,"VC_296_0",9,0.7065,1,0.7065,2,2,2,1
"822",821,"Mycobacterium~phage~Ariel","Unassigned","Unassigned","Unassigned","259_0","Clustered",3,"VC_259_0",3,0.1203,0.99748467,0.12,2,2,2,1
"823",822,"Mycobacterium~phage~Artemis2UCLA","Unassigned","Unassigned","Unassigned","269_0","Clustered",5,"VC_269_0",5,0.1076,0.99999997,0.1076,1,1,1,1
"824",823,"Mycobacterium~phage~Astraea","Caudovirales","Myoviridae","Bxz1virus","295_0","Clustered",19,"VC_295_0",19,0.9221,1,0.9221,2,2,2,1
"825",824,"Mycobacterium~phage~BTCU-1","Unassigned","Unassigned","Unassigned","270_0","Clustered",7,"VC_270_0",7,0.185,1,0.185,2,2,2,1
"826",825,"Mycobacterium~phage~Bactobuster","Unassigned","Unassigned","Unassigned","269_2","Clustered",31,"VC_269_2",31,0.5425,1,0.5425,2,2,2,0.8774
"827",826,"Mycobacterium~phage~Badfish","Caudovirales","Siphoviridae","Pg1virus","53_0","Clustered",20,"VC_53_0",20,0.5662,1,0.5662,2,2,2,1
"828",827,"Mycobacterium~phage~Barnyard","Caudovirales","Siphoviridae","Barnyardvirus","267_0","Clustered",6,"VC_267_0",6,0.6782,1,0.6782,3,2,2,1
"829",828,"Mycobacterium~phage~BarrelRoll","Unassigned","Unassigned","Unassigned","76_2","Clustered",12,"VC_76_2",12,0.5066,1,0.5066,2,2,2,0.6364
"830",829,"Mycobacterium~phage~Barriga","Unassigned","Unassigned","Unassigned","294_0","Clustered",46,"VC_294_0",46,0.9952,1,0.9952,2,2,2,1
"831",830,"Mycobacterium~phage~BellusTerra","Unassigned","Unassigned","Unassigned","270_1","Clustered",12,"VC_270_1",12,0.2629,1,0.2629,2,2,2,1
"832",831,"Mycobacterium~phage~Bernal13","Caudovirales","Siphoviridae","Bernal13virus","257_0","Clustered/Singleton",1,"VC_257_0",1,0,1,0,1,1,1,1
"833",832,"Mycobacterium~phage~BigNuz","Caudovirales","Siphoviridae","Bignuzvirus","256_0","Clustered",7,"VC_256_0",7,0.5208,1,0.5208,4,2,2,1
"834",833,"Mycobacterium~phage~Bipolar","Unassigned","Unassigned","Unassigned","261_0","Clustered",33,"VC_261_0",33,0.6001,1,0.6001,2,2,2,0.8182
"835",834,"Mycobacterium~phage~Blue7","Unassigned","Unassigned","Unassigned","269_0","Clustered",5,"VC_269_0",5,0.1076,0.99999997,0.1076,1,1,1,1
"836",835,"Mycobacterium~phage~Bobi","Unassigned","Unassigned","Unassigned","261_1","Clustered",2,"VC_261_1",2,0.0111,0.81264942,0.009,1,1,1,1
"837",836,"Mycobacterium~phage~Breeniome","Caudovirales","Myoviridae","Bxz1virus","295_0","Clustered",19,"VC_295_0",19,0.9221,1,0.9221,2,2,2,1
"838",837,"Mycobacterium~phage~Brocalys","Unassigned","Unassigned","Unassigned","261_0","Clustered",33,"VC_261_0",33,0.6001,1,0.6001,2,2,2,0.8182
"839",838,"Mycobacterium~phage~Bruin","Unassigned","Unassigned","Unassigned","297_0","Clustered",21,"VC_297_0",21,0.9132,1,0.9132,2,2,2,1
"840",839,"Mycobacterium~phage~Brusacoram","Caudovirales","Siphoviridae","Fishburnevirus","256_0","Clustered",7,"VC_256_0",7,0.5208,1,0.5208,4,2,2,1
"841",840,"Mycobacterium~phage~Butters","Caudovirales","Siphoviridae","Buttersvirus","266_0","Clustered",8,"VC_266_0",8,0.3892,1,0.3892,4,2,2,1
"842",841,"Mycobacterium~phage~BuzzLyseyear","Unassigned","Unassigned","Unassigned","261_2","Clustered",7,"VC_261_2",7,0.0848,1,0.0848,2,2,2,0.8095
"843",842,"Mycobacterium~phage~Bxz1","Caudovirales","Myoviridae","Bxz1virus","295_0","Clustered",19,"VC_295_0",19,0.9221,1,0.9221,2,2,2,1
"844",843,"Mycobacterium~phage~CASbig","Unassigned","Unassigned","Unassigned","294_0","Clustered",46,"VC_294_0",46,0.9952,1,0.9952,2,2,2,1
"845",844,"Mycobacterium~phage~CRB1","Unassigned","Unassigned","Unassigned","269_2","Clustered",31,"VC_269_2",31,0.5425,1,0.5425,2,2,2,0.8774
"846",845,"Mycobacterium~phage~Cabrinians","Unassigned","Unassigned","Unassigned","261_0","Clustered",33,"VC_261_0",33,0.6001,1,0.6001,2,2,2,0.8182
"847",846,"Mycobacterium~phage~Cali","Caudovirales","Myoviridae","Bxz1virus","295_0","Clustered",19,"VC_295_0",19,0.9221,1,0.9221,2,2,2,1
"848",847,"Mycobacterium~phage~Cambiare","Unassigned","Unassigned","Unassigned","75_0","Clustered",9,"VC_75_0",9,0.5431,1,0.5431,2,2,2,1
"849",848,"Mycobacterium~phage~CaptainTrips","Unassigned","Unassigned","Unassigned","261_0","Clustered",33,"VC_261_0",33,0.6001,1,0.6001,2,2,2,0.8182
"850",849,"Mycobacterium~phage~Carcharodon","Unassigned","Unassigned","Unassigned","266_0","Clustered",8,"VC_266_0",8,0.3892,1,0.3892,4,2,2,1
"851",850,"Mycobacterium~phage~Catalina","Unassigned","Unassigned","Unassigned","269_1","Clustered",3,"VC_269_1",3,0.0521,0.99850629,0.052,2,2,2,1
"852",851,"Mycobacterium~phage~Catdawg","Unassigned","Unassigned","Unassigned","258_0","Clustered",4,"VC_258_0",4,0.5979,0.99998554,0.5979,2,2,2,1
"853",852,"Mycobacterium~phage~Catera","Caudovirales","Myoviridae","Bxz1virus","295_0","Clustered",19,"VC_295_0",19,0.9221,1,0.9221,2,2,2,1
"854",853,"Mycobacterium~phage~Cerasum","Unassigned","Unassigned","Unassigned","261_2","Clustered",7,"VC_261_2",7,0.0848,1,0.0848,2,2,2,0.8095
"855",854,"Mycobacterium~phage~Charlie","Caudovirales","Siphoviridae","Charlievirus","266_0","Clustered",8,"VC_266_0",8,0.3892,1,0.3892,4,2,2,1
"856",855,"Mycobacterium~phage~Cheetobro","Unassigned","Unassigned","Unassigned","76_0","Clustered",2,"VC_76_0",2,0.0815,0.95407966,0.0778,2,2,2,1
"857",856,"Mycobacterium~phage~Chy4","Unassigned","Unassigned","Unassigned","269_2","Clustered",31,"VC_269_2",31,0.5425,1,0.5425,2,2,2,0.8774
"858",857,"Mycobacterium~phage~Chy5","Unassigned","Unassigned","Unassigned","269_2","Clustered",31,"VC_269_2",31,0.5425,1,0.5425,2,2,2,0.8774
"859",858,"Mycobacterium~phage~CloudWang3","Unassigned","Unassigned","Unassigned","269_0","Clustered",5,"VC_269_0",5,0.1076,0.99999997,0.1076,1,1,1,1
"860",859,"Mycobacterium~phage~Colbert","Caudovirales","Siphoviridae","Pg1virus","53_0","Clustered",20,"VC_53_0",20,0.5662,1,0.5662,2,2,2,1
"861",860,"Mycobacterium~phage~Contagion","Unassigned","Unassigned","Unassigned","297_0","Clustered",21,"VC_297_0",21,0.9132,1,0.9132,2,2,2,1
"862",861,"Mycobacterium~phage~Crossroads","Unassigned","Unassigned","Unassigned","296_0","Clustered",9,"VC_296_0",9,0.7065,1,0.7065,2,2,2,1
"863",862,"Mycobacterium~phage~DD5","Unassigned","Unassigned","Unassigned","294_0","Clustered",46,"VC_294_0",46,0.9952,1,0.9952,2,2,2,1
"864",863,"Mycobacterium~phage~Daenerys","Unassigned","Unassigned","Unassigned","261_0","Clustered",33,"VC_261_0",33,0.6001,1,0.6001,2,2,2,0.8182
"865",864,"Mycobacterium~phage~Damien","Unassigned","Unassigned","Unassigned","267_0","Clustered",6,"VC_267_0",6,0.6782,1,0.6782,3,2,2,1
"866",865,"Mycobacterium~phage~Dandelion","Caudovirales","Myoviridae","Bxz1virus","295_0","Clustered",19,"VC_295_0",19,0.9221,1,0.9221,2,2,2,1
"867",866,"Mycobacterium~phage~Dante","Unassigned","Unassigned","Unassigned","261_0","Clustered",33,"VC_261_0",33,0.6001,1,0.6001,2,2,2,0.8182
"868",867,"Mycobacterium~phage~Donovan","Caudovirales","Siphoviridae","Fishburnevirus","256_0","Clustered",7,"VC_256_0",7,0.5208,1,0.5208,4,2,2,1
"869",868,"Mycobacterium~phage~DrDrey","Unassigned","Unassigned","Unassigned","297_0","Clustered",21,"VC_297_0",21,0.9132,1,0.9132,2,2,2,1
"870",869,"Mycobacterium~phage~Dreamboat","Unassigned","Unassigned","Unassigned","294_0","Clustered",46,"VC_294_0",46,0.9952,1,0.9952,2,2,2,1
"871",870,"Mycobacterium~phage~Dumbo","Unassigned","Unassigned","Unassigned","297_0","Clustered",21,"VC_297_0",21,0.9132,1,0.9132,2,2,2,1
"872",871,"Mycobacterium~phage~Dusk","Unassigned","Unassigned","Unassigned","297_0","Clustered",21,"VC_297_0",21,0.9132,1,0.9132,2,2,2,1
"873",872,"Mycobacterium~phage~Dylan","Unassigned","Unassigned","Unassigned","258_0","Clustered",4,"VC_258_0",4,0.5979,0.99998554,0.5979,2,2,2,1
"874",873,"Mycobacterium~phage~ET08","Caudovirales","Myoviridae","Bxz1virus","295_0","Clustered",19,"VC_295_0",19,0.9221,1,0.9221,2,2,2,1
"875",874,"Mycobacterium~phage~EagleEye","Unassigned","Unassigned","Unassigned","269_2","Clustered",31,"VC_269_2",31,0.5425,1,0.5425,2,2,2,0.8774
"876",875,"Mycobacterium~phage~Echild","Unassigned","Unassigned","Unassigned","269_2","Clustered",31,"VC_269_2",31,0.5425,1,0.5425,2,2,2,0.8774
"877",876,"Mycobacterium~phage~Edtherson","Unassigned","Unassigned","Unassigned","294_0","Clustered",46,"VC_294_0",46,0.9952,1,0.9952,2,2,2,1
"878",877,"Mycobacterium~phage~Enkosi","Unassigned","Unassigned","Unassigned","76_2","Clustered",12,"VC_76_2",12,0.5066,1,0.5066,2,2,2,0.6364
"879",878,"Mycobacterium~phage~Equemioh13","Unassigned","Unassigned","Unassigned","269_2","Clustered",31,"VC_269_2",31,0.5425,1,0.5425,2,2,2,0.8774
"880",879,"Mycobacterium~phage~Eremos","Caudovirales","Siphoviridae","Pg1virus","53_0","Clustered",20,"VC_53_0",20,0.5662,1,0.5662,2,2,2,1
"881",880,"Mycobacterium~phage~Estave1","Unassigned","Unassigned","Unassigned","261_3","Clustered/Singleton",1,"VC_261_3",1,0,1,0,1,1,1,1
"882",881,"Mycobacterium~phage~EvilGenius","Unassigned","Unassigned","Unassigned","269_2","Clustered",31,"VC_269_2",31,0.5425,1,0.5425,2,2,2,0.8774
"883",882,"Mycobacterium~phage~First","Unassigned","Unassigned","Unassigned","269_2","Clustered",31,"VC_269_2",31,0.5425,1,0.5425,2,2,2,0.8774
"884",883,"Mycobacterium~phage~Fishburne","Caudovirales","Siphoviridae","Fishburnevirus","256_0","Clustered",7,"VC_256_0",7,0.5208,1,0.5208,4,2,2,1
"885",884,"Mycobacterium~phage~FlagStaff","Unassigned","Unassigned","Unassigned","75_0","Clustered",9,"VC_75_0",9,0.5431,1,0.5431,2,2,2,1
"886",885,"Mycobacterium~phage~Florinda","Unassigned","Unassigned","Unassigned","261_0","Clustered",33,"VC_261_0",33,0.6001,1,0.6001,2,2,2,0.8182
"887",886,"Mycobacterium~phage~Gardann","Unassigned","Unassigned","Unassigned","296_0","Clustered",9,"VC_296_0",9,0.7065,1,0.7065,2,2,2,1
"888",887,"Mycobacterium~phage~Gengar","Unassigned","Unassigned","Unassigned","76_1","Clustered",5,"VC_76_1",5,0.2395,0.99999994,0.2395,2,2,2,1
"889",888,"Mycobacterium~phage~Giles","Caudovirales","Siphoviridae","Gilesvirus","252_0","Clustered",3,"VC_252_0",3,0.1064,0.99652054,0.106,3,2,2,1
"890",889,"Mycobacterium~phage~Gizmo","Caudovirales","Myoviridae","Bxz1virus","295_0","Clustered",19,"VC_295_0",19,0.9221,1,0.9221,2,2,2,1
"891",890,"Mycobacterium~phage~Goku","Unassigned","Unassigned","Unassigned","297_0","Clustered",21,"VC_297_0",21,0.9132,1,0.9132,2,2,2,1
